numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2020,1,2020-01-15 00:00:00+00:00,Vaidon Oliveira,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,04797612000108,POSTO ABN LTDA - EPP,352.00,0.00,352.00
2020,1,2020-01-15 00:00:00+00:00,Vaidon Oliveira,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,07240641001487,SOBRAL & PALACIO PETROLEO LTDA,50.00,0.00,50.00
2020,1,2020-01-15 00:00:00+00:00,Carlos Chiodini,MDB,SC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,08295563000166,CLICZOOM PROPAGANDA E PUBLICIDADE LTDA - EPP,1670.00,0.00,1670.00
2020,1,2020-01-15 00:00:00+00:00,Carlos Chiodini,MDB,SC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",04263016000148,FEMA HOTEL  LTDA,189.00,0.00,189.00
2020,1,2020-01-15 00:00:00+00:00,Carlos Chiodini,MDB,SC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",04263016000148,FEMA HOTEL  LTDA,189.00,0.00,189.00
2020,1,2020-01-15 00:00:00+00:00,Ricardo Guidi,PSD,SC,COMBUSTÍVEIS E LUBRIFICANTES.,83669804000105,AUTO POSTO ROSSO LTDA,215.72,0.00,215.72
2020,1,2020-01-15 00:00:00+00:00,Ricardo Guidi,PSD,SC,COMBUSTÍVEIS E LUBRIFICANTES.,02716258000114,LUCAS ROSSO & CIA LTDA,100.00,0.00,100.00
2020,1,2020-01-15 00:00:00+00:00,Célio Moura,PT,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***451211**,Antonio Carlos Santos Leal,2800.00,0.00,2800.00
2020,1,2020-01-15 00:00:00+00:00,Célio Moura,PT,TO,TELEFONIA,76535764032509,OI S.A. - EM RECUPERACAO JUDICIAL,119.88,0.00,119.88
2020,1,2020-01-15 00:00:00+00:00,Felipe Rigoni,PSB,ES,COMBUSTÍVEIS E LUBRIFICANTES.,39324744000105,AUTO POSTO JUPTER LTDA,230.91,0.00,230.91
2020,1,2020-01-15 00:00:00+00:00,Coronel Armando,PSL,SC,COMBUSTÍVEIS E LUBRIFICANTES.,21195031000115,F & G POSTO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,187.05,0.00,187.05
2020,1,2020-01-15 00:00:00+00:00,Coronel Armando,PSL,SC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",17886026000181,Hotel Pinho LTDA - ME,320.00,0.00,320.00
2020,1,2020-01-15 00:00:00+00:00,Coronel Chrisóstomo,PSL,RO,COMBUSTÍVEIS E LUBRIFICANTES.,34737395000121,CLAUDIO FERREIRA DE LIMA &amp; CIA LTDA,197.62,0.00,197.62
2020,1,2020-01-15 00:00:00+00:00,Coronel Chrisóstomo,PSL,RO,COMBUSTÍVEIS E LUBRIFICANTES.,30215303000192,POSTO ROSA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,50.00,0.00,50.00
2020,1,2020-01-15 00:00:00+00:00,Professor Israel Batista,PV,DF,COMBUSTÍVEIS E LUBRIFICANTES.,00097626000400,BRASAL COMBUSTIVEIS LTDA,134.44,0.00,134.44
2020,1,2020-01-15 00:00:00+00:00,Bibo Nunes,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,09432259000186,Rota 30 Comercio de Combustiveis Ltda.,100.00,0.00,100.00
2020,1,2020-01-15 00:00:00+00:00,Frei Anastacio Ribeiro,PT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09123654000187,COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,128.54,0.00,128.54
2020,1,2020-01-15 00:00:00+00:00,Boca Aberta,PROS,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,81208746000197,CARLOS PERIN REPRESENTAÇÕES COMERCIAIS,1700.00,0.00,1700.00
2020,1,2020-01-15 00:00:00+00:00,Boca Aberta,PROS,PR,COMBUSTÍVEIS E LUBRIFICANTES.,01270349000106,KALAHAN COMERCIO DE COMBUSTIVEL LTDA,3895.01,0.00,3895.01
2020,1,2020-01-15 00:00:00+00:00,Felipe Francischini,PSL,PR,COMBUSTÍVEIS E LUBRIFICANTES.,19403311000120,SALGADO FILHO COMERCIO DE COMBUSTIVEIS LTDA,150.00,0.00,150.00
2020,1,2020-01-15 00:00:00+00:00,Schiavinato,PP,PR,COMBUSTÍVEIS E LUBRIFICANTES.,78921095000173,KAWY COMERCIO DE COMBUSTIVEIS LTDA,150.00,0.00,150.00
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,24057495000153,JMP ADMINSTRAÇÃO E PARTICIPAÇÕES LTDA.,4504.10,0.00,4504.10
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,COMBUSTÍVEIS E LUBRIFICANTES.,05013500000181,POSTO JACARÉ LTDA,222.69,0.00,222.69
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",45246402000702,CENTER NORTE S A CONSTRUCAO EMPREEND ADM E PARTIC,833.70,0.00,833.70
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",45246402000702,CENTER NORTE S A CONSTRUCAO EMPREEND ADM E PARTIC,833.70,0.00,833.70
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,26.07,0.00,26.07
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,747.03,0.00,747.03
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,647.57,0.00,647.57
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,649.03,0.00,649.03
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,647.57,0.00,647.57
2020,1,2020-01-15 00:00:00+00:00,Lucas Redecker,PSDB,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,547.03,0.00,547.03
2020,1,2020-01-15 00:00:00+00:00,Pedro Westphalen,PP,RS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,95607941000102,RADIO IMENBUI,150.00,0.00,150.00
2020,1,2020-01-15 00:00:00+00:00,Pedro Westphalen,PP,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,485.03,0.00,485.03
2020,1,2020-01-15 00:00:00+00:00,Pedro Westphalen,PP,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,647.57,0.00,647.57
2020,1,2020-01-15 00:00:00+00:00,Pedro Westphalen,PP,RS,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,647.57,0.00,647.57
2020,1,2020-01-15 00:00:00+00:00,Luisa Canziani,PTB,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,34714665000189,EDUARDO QUEIROZ MENDES,2000.00,0.00,2000.00
2020,1,2020-01-15 00:00:00+00:00,Filipe Barros,PSL,PR,COMBUSTÍVEIS E LUBRIFICANTES.,05320591000106,AUTO POSTO ECOS LTDA,113.82,0.00,113.82
2020,1,2020-01-15 00:00:00+00:00,Dr. Zacharias Calil,DEM,GO,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18572225000188,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.30,0.00,3.30
2020,1,2020-01-15 00:00:00+00:00,Alcides Rodrigues,PATRIOTA,GO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,01543032000104,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,101.53,2.10,99.43
2020,1,2020-01-15 00:00:00+00:00,Nereu Crispim,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,04144615000142,Posto de Combustiveis Master ltda,50.00,0.00,50.00
2020,1,2020-01-15 00:00:00+00:00,Sanderson,PSL,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08467115000100,CEEE - Companhia Estadual de Distribuição de Energia Elétrica,188.93,0.00,188.93
2020,1,2020-01-15 00:00:00+00:00,Sanderson,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,87723417000160,POSTO SANTA TEREZINHA LTDA - F1,50.00,0.00,50.00
2020,1,2020-01-15 00:00:00+00:00,Sanderson,PSL,RS,COMBUSTÍVEIS E LUBRIFICANTES.,88124375000104,Staevie e Cia Ltda,310.04,0.00,310.04
2020,1,2020-01-15 00:00:00+00:00,Sanderson,PSL,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20184536000111,CONFORT FRONTEIRA HOTEL LTDA-ME,136.00,0.00,136.00
2020,1,2020-01-15 00:00:00+00:00,Sanderson,PSL,RS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20184536000111,CONFORT FRONTEIRA HOTEL LTDA-ME,96.00,0.00,96.00
2020,1,2020-01-15 00:00:00+00:00,Edna Henrique,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,04502287000109,AUTO POSTO NOVO HORIZONTE LTDA,102.03,0.00,102.03
2020,1,2020-01-15 00:00:00+00:00,Margarete Coelho,PP,PI,COMBUSTÍVEIS E LUBRIFICANTES.,09641208000164,FCN X CARVALHO COMBUSTIVEIS LTDA,286.42,0.00,286.42
2020,1,2020-01-15 00:00:00+00:00,Marcos Aurélio Sampaio,MDB,PI,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***068063**,JOSE MOACY LEAL,1275.00,0.00,1275.00
2020,1,2020-01-15 00:00:00+00:00,Marcelo Calero,CIDADANIA,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18033552000161,99 POP,23.17,0.00,23.17
2020,1,2020-01-15 00:00:00+00:00,Isnaldo Bulhões Jr.,MDB,AL,COMBUSTÍVEIS E LUBRIFICANTES.,15095322000139,r.l.combustiveis ltda,50.00,0.00,50.00
2020,1,2020-01-15 00:00:00+00:00,Dr. Leonardo,SOLIDARIEDADE,MT,COMBUSTÍVEIS E LUBRIFICANTES.,06248123000122,EMBOAVA DIAS COMERCIO DE COMBUSTIVEIS LTDA,131.00,0.00,131.00
2020,1,2020-01-15 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,26412573000116,DANIELLE GASPAR DE CAMPOS 02551218144,3555.00,0.00,3555.00
2020,1,2020-01-15 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11922339000161,REST. E CHURRASCARIA PLANALTO DE ITAP. LTDA ME,180.00,0.00,180.00
2020,1,2020-01-15 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",07314906000120,MFL EMPREENDIMENTO TURISTICO LTDA - ME,170.00,0.00,170.00
2020,1,2020-01-15 00:00:00+00:00,Luiz Antônio Corrêa,PL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",07314906000120,MFL EMPREENDIMENTO TURISTICO LTDA - ME,190.00,0.00,190.00
2020,1,2020-01-15 00:00:00+00:00,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,42379636000136,POSTO DE SERVICOS KIM LTDA,200.00,0.00,200.00
2020,1,2020-01-15 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,40236820000100,POSTO DE GASOLINA RIAS BAIXAS LTDA,150.01,0.00,150.01
2020,1,2020-01-15 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00861626000192,CONCESSIONARIA DA RODOVIA PRESIDENTE DUTRA S/A,15.20,0.00,15.20
2020,1,2020-01-15 00:00:00+00:00,Delegado Antônio Furtado,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30920573000102,COOPERAÇO,17.00,0.00,17.00
2020,1,2020-01-15 00:00:00+00:00,Márcio Labre,PSL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***123477**,ANDRÉ LUIZ NEVES GUIMARÃES,3900.00,0.00,3900.00
2020,1,2020-01-15 00:00:00+00:00,Natália Bonavides,PT,RN,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08324196000181,COSERN,318.68,0.00,318.68
2020,1,2020-01-15 00:00:00+00:00,Daniel Silveira,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00880446000239,Cia de Concessão Rod. Juiz e Fora,11.60,0.00,11.60
2020,1,2020-01-15 00:00:00+00:00,Daniel Silveira,PSL,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00880446000239,Cia de Concessão Rod. Juiz e Fora,11.60,0.00,11.60
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,709.42,0.00,709.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,459.42,0.00,459.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,781.42,0.00,781.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,531.42,0.00,531.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,650.42,0.00,650.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,400.42,0.00,400.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,694.42,0.00,694.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,444.42,0.00,444.42
2020,1,2020-01-15 00:00:00+00:00,Luiz Lima,PSL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,439.32,0.00,439.32
2020,1,2020-01-15 00:00:00+00:00,Major Fabiana,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,12635558000122,AUTO POSTO E SERVICO IMBASSAI LTDA,200.00,0.00,200.00
2020,1,2020-01-15 00:00:00+00:00,Major Fabiana,PSL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,28563246000190,AUTO POSTO NOVO INTENDENTE LTDA,298.09,0.00,298.09
2020,1,2020-01-15 00:00:00+00:00,Haroldo Cathedral,PSD,RR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,05059252000100,MOURAO E LIRA LTDA - EPP,125.55,0.00,125.55
2020,1,2020-01-15 00:00:00+00:00,Haroldo Cathedral,PSD,RR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,34796334000135,O BOMBONZAO LTDA,171.20,0.00,171.20
2020,1,2020-01-15 00:00:00+00:00,Tereza Nelma,PSDB,AL,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,01721172000117,FONTAN IMOVEIS LTDA,1922.00,0.00,1922.00
2020,1,2020-01-15 00:00:00+00:00,Tereza Nelma,PSDB,AL,SERVIÇOS POSTAIS,34028316309201,ECT,72.30,0.00,72.30
2020,1,2020-01-15 00:00:00+00:00,Professora Rosa Neide,PT,MT,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1034.85,0.00,1034.85
2020,1,2020-01-15 00:00:00+00:00,Professora Rosa Neide,PT,MT,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1337.85,0.00,1337.85
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08324196000181,COSERN,383.24,0.00,383.24
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,COMBUSTÍVEIS E LUBRIFICANTES.,24206617000630,PARELHAS GAS LTDA,210.00,0.00,210.00
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,COMBUSTÍVEIS E LUBRIFICANTES.,24206617000630,PARELHAS GAS LTDA,208.19,0.00,208.19
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",26363860000183,VENEZZA PARK HOTEL E RESTAURANTE LTDA,240.00,0.00,240.00
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",26363860000183,VENEZZA PARK HOTEL E RESTAURANTE LTDA,110.00,0.00,110.00
2020,1,2020-01-15 00:00:00+00:00,General Girão,PSL,RN,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",26363860000183,VENEZZA PARK HOTEL E RESTAURANTE LTDA,110.00,0.00,110.00
2020,1,2020-01-15 00:00:00+00:00,Felício Laterça,PSL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",08788203000104,HOTEL BRISA TROPICAL DE MACAÉ LTDA,209.00,0.00,209.00
2020,1,2020-01-15 00:00:00+00:00,Vinicius Farah,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,02749241000163,AUTO POSTO RODO TREVO,150.00,0.00,150.00
2020,1,2020-01-15 00:00:00+00:00,Vinicius Farah,MDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,01786465000182,POSTO NOTA 1000 DE ITABORAI,40.00,0.00,40.00
2020,1,2020-01-15 00:00:00+00:00,Vinicius Farah,MDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00880446000239,Cia de Concessão Rod. Juiz e Fora,11.60,0.00,11.60
2020,1,2020-01-15 00:00:00+00:00,Mauro Benevides Filho,PDT,CE,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1162.03,0.00,1162.03
2020,1,2020-01-15 00:00:00+00:00,Capitão Wagner,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,09618519000102,J E J COMERCIAL DE COMBUSTIVEIS,258.63,0.00,258.63
2020,1,2020-01-15 00:00:00+00:00,Capitão Wagner,PROS,CE,COMBUSTÍVEIS E LUBRIFICANTES.,07240641000405,SOBRAL & PALACIO PETROLEO LTDA,249.23,0.00,249.23
2020,1,2020-01-15 00:00:00+00:00,Gilberto Abramo,REPUBLICANOS,MG,COMBUSTÍVEIS E LUBRIFICANTES.,02738100000145,POSTO SUPREMO LTDA,268.18,0.00,268.18
2020,1,2020-01-15 00:00:00+00:00,Paulo Guedes,PT,MG,COMBUSTÍVEIS E LUBRIFICANTES.,00692418000107,AUTO POSTO CINCO ESTRELAS LTDA,100.00,0.00,100.00
2020,1,2020-01-15 00:00:00+00:00,Paulo Guedes,PT,MG,COMBUSTÍVEIS E LUBRIFICANTES.,19257042000130,DRA4 DERIVADOS DE PETROLEO LTDA,145.22,0.00,145.22
2020,1,2020-01-15 00:00:00+00:00,Paulo Guedes,PT,MG,COMBUSTÍVEIS E LUBRIFICANTES.,19257042000130,DRA4 DERIVADOS DE PETROLEO LTDA,244.87,0.00,244.87
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19726048000100,CONCESSIONARIA BR-040 S.A.,5.30,0.00,5.30
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30265100000100,ECO RODOVIAS,7.20,0.00,7.20
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30265100000100,ECO RODOVIAS,7.20,0.00,7.20
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30265100000100,ECO RODOVIAS,7.20,0.00,7.20
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30265100000100,ECO RODOVIAS,7.20,0.00,7.20
2020,1,2020-01-15 00:00:00+00:00,Fred Costa,PATRIOTA,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30265100000100,ECO RODOVIAS,7.20,0.00,7.20
2020,1,2020-01-15 00:00:00+00:00,Cássio Andrade,PSB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,02280133002804,POSTO ICCAR LTDA,200.15,0.00,200.15
2020,1,2020-01-15 00:00:00+00:00,Eduardo Costa,PTB,PA,TELEFONIA,05423963015224,OI MOVEL S.A. - EM RECUPERACAO JUDICIAL,319.86,0.00,319.86
2020,1,2020-01-15 00:00:00+00:00,Cezinha de Madureira,PSD,SP,COMBUSTÍVEIS E LUBRIFICANTES.,07717314000159,BRISTOL AUTO POSTO E SERVICOS LTDA,200.00,0.00,200.00
2020,1,2020-01-15 00:00:00+00:00,Vavá Martins,REPUBLICANOS,PA,COMBUSTÍVEIS E LUBRIFICANTES.,05497400000178,A.M.C AGUILERA COMERCIO DE COMBUSTIVEIS LTDA,237.02,0.00,237.02
2020,1,2020-01-15 00:00:00+00:00,Marcos Pereira,REPUBLICANOS,SP,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",55334262000184,EMPRESA DE TRANSPORTE ANDORINHA,183.00,0.00,183.00
2020,1,2020-01-15 00:00:00+00:00,Delegado Marcelo Freitas,PSL,MG,TELEFONIA,05423963016387,OI MOVEL S.A. - EM RECUPERACAO JUDICIAL,122.79,2.92,119.87
2020,1,2020-01-15 00:00:00+00:00,André Janones,AVANTE,MG,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006308,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,200.00,0.00,200.00
2020,1,2020-01-15 00:00:00+00:00,André Janones,AVANTE,MG,COMBUSTÍVEIS E LUBRIFICANTES.,10750039000180,POSTO DISBRAVE IMPERIAL LTDA,236.45,0.00,236.45
2020,1,2020-01-15 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000349,UBER DO BRASIL TECNOLOGIA LTDA,8.06,1.00,7.06
2020,1,2020-01-15 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,20.92,0.99,19.93
2020,1,2020-01-15 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,21.53,1.00,20.53
2020,1,2020-01-15 00:00:00+00:00,Alexis Fonteyne,NOVO,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,23.44,1.00,22.44
2020,1,2020-01-15 00:00:00+00:00,Zé Vitor,PL,MG,COMBUSTÍVEIS E LUBRIFICANTES.,19046218001004,MACEDO & SOUZA LTDA,241.27,0.00,241.27
2020,1,2020-01-15 00:00:00+00:00,Zé Vitor,PL,MG,COMBUSTÍVEIS E LUBRIFICANTES.,08369237000156,NETO COMERCIO DE COMBUSTÍVEIS LTDA,211.35,0.00,211.35
2020,1,2020-01-15 00:00:00+00:00,Tiago Mitraud,NOVO,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,00000000000010,Freshworks Inc.(formerly known as Freshdesk Inc.),87.50,0.00,87.50
2020,1,2020-01-15 00:00:00+00:00,Junio Amaral,PSL,MG,COMBUSTÍVEIS E LUBRIFICANTES.,17509753000120,POSTO COMETA LTDA,100.00,0.00,100.00
2020,1,2020-01-15 00:00:00+00:00,Abou Anni,PSL,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,61695227000193,ENEL,586.25,0.00,586.25
2020,1,2020-01-15 00:00:00+00:00,Pinheirinho,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,64438708000101,CCA COM DE COMB AUTOM LTDA,150.00,0.00,150.00
2020,1,2020-01-15 00:00:00+00:00,Pinheirinho,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,21568088000112,POSTO SARZEDO III LTDA,289.09,0.00,289.09
2020,1,2020-01-15 00:00:00+00:00,Pinheirinho,PP,MG,COMBUSTÍVEIS E LUBRIFICANTES.,05956270000194,posto tabooes ltda,100.00,0.00,100.00
2020,1,2020-01-15 00:00:00+00:00,Geninho Zuliani,DEM,SP,COMBUSTÍVEIS E LUBRIFICANTES.,05468615000160,AUTO POSTO GRANERO LTDA,266.21,0.00,266.21
2020,1,2020-01-15 00:00:00+00:00,Geninho Zuliani,DEM,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,01159716000107,TRES DE DEZEMBRO COMÉRCIO DE ALIMENTOS LTDA EPP,30.55,0.00,30.55
2020,1,2020-01-15 00:00:00+00:00,Policial Katia Sastre,PL,SP,COMBUSTÍVEIS E LUBRIFICANTES.,49285059000162,AUTO POSTO VISÃO LTDA,130.01,0.00,130.01
2020,1,2020-01-15 00:00:00+00:00,Rodrigo Agostinho,PSB,SP,COMBUSTÍVEIS E LUBRIFICANTES.,10945193000107,NACOES COMERCIO DE COMBUSTIVEIS LTDA,153.00,0.00,153.00
2020,1,2020-01-15 00:00:00+00:00,Guilherme Derrite,PP,SP,COMBUSTÍVEIS E LUBRIFICANTES.,27839572000115,Auto Posto Aguas Clara,85.65,0.00,85.65
2020,1,2020-01-15 00:00:00+00:00,Guilherme Derrite,PP,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",46430815000101,ARUA HOTEL LTDA,559.10,0.00,559.10
